RowNumber,CustomerId,CustomerName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5137,15680767,Sabbatini,717,Germany,Female,64.0,10,98362.35,2,1.0,1.0,21630.21,0
5138,15601594,Ifeanacho,698,France,Female,51.0,6,144237.91,4,1.0,0.0,157143.61,1
5139,15589969,Capon,850,France,Male,34.0,6,0.0,1,0.0,1.0,52796.31,0
5140,15703728,Chieloka,700,Spain,Male,47.0,4,0.0,1,1.0,0.0,121798.52,1
5141,15617790,Hanson,626,France,Female,29.0,4,105767.28,2,0.0,0.0,41104.82,0
5142,15662500,Ts'ao,774,Spain,Male,32.0,9,0.0,2,1.0,0.0,10604.48,0
5143,15778526,Bradshaw,719,Spain,Female,48.0,5,0.0,2,0.0,0.0,78563.66,0
5144,15670584,Nkemakolam,646,Spain,Male,31.0,2,0.0,1,1.0,1.0,170821.43,1
5145,15748069,Clunie,485,France,Female,25.0,3,134467.26,1,1.0,1.0,113266.09,0
5146,15680597,Cover,784,Germany,Male,38.0,1,138515.02,1,1.0,1.0,171768.76,0
5147,15628992,Esposito,850,Germany,Male,32.0,2,128647.98,2,0.0,0.0,54416.18,0
5148,15719624,Hodgson,669,France,Female,38.0,9,121858.98,1,1.0,0.0,130755.34,0
5149,15812767,Harvey,731,Spain,Male,70.0,3,0.0,2,1.0,1.0,141180.66,0
5150,15689201,Dobie,721,France,Female,49.0,1,120108.56,1,0.0,1.0,183421.76,0
5151,15614716,Okwudilichukwu,515,France,Female,37.0,0,196853.62,1,1.0,1.0,132770.11,0
5152,15683618,Dyer,774,France,Female,35.0,3,121418.62,1,1.0,1.0,24400.37,0
5153,15799631,Chase,585,Spain,Male,36.0,10,0.0,2,1.0,1.0,180318.6,0
5154,15692259,Baresi,695,France,Female,29.0,9,0.0,2,1.0,0.0,111565.45,0
5155,15590966,Lo,729,Germany,Female,42.0,4,97495.8,2,0.0,0.0,2002.5,0
5156,15656426,Tyler,713,France,Female,42.0,3,0.0,2,0.0,0.0,82565.01,0
5157,15675256,Ts'ui,555,Spain,Male,33.0,5,127343.4,1,0.0,1.0,121789.3,0
5158,15751185,Aparicio,699,Spain,Female,50.0,0,158633.61,1,1.0,0.0,193785.87,0
5159,15789582,Macleod,587,France,Male,55.0,9,0.0,1,1.0,0.0,64593.07,0
5160,15651103,Sal,762,Spain,Female,69.0,9,183744.98,1,1.0,1.0,196993.69,0
5161,15672299,Yeh,510,France,Male,44.0,6,0.0,2,1.0,1.0,175518.31,0
5162,15772250,Udegbunam,842,Spain,Male,46.0,9,0.0,1,0.0,0.0,17268.02,0
5163,15763922,Alexandrov,608,France,Male,31.0,7,79962.92,2,1.0,0.0,60901.72,0
5164,15633870,Ozioma,850,France,Female,36.0,10,0.0,2,1.0,1.0,100750.03,0
5165,15624323,Atkins,642,France,Male,36.0,4,0.0,2,1.0,1.0,195224.91,0
5166,15688612,Campos,850,France,Male,33.0,7,140956.99,1,0.0,0.0,3510.18,0
5167,15694644,Wood,455,Spain,Female,43.0,6,0.0,1,1.0,1.0,81250.79,0
5168,15587174,Kerr,726,France,Male,29.0,7,0.0,2,1.0,1.0,91844.14,1
5169,15579559,Chienezie,544,Spain,Male,30.0,8,145241.63,1,1.0,1.0,80676.83,0
5170,15775430,Tsou,651,Germany,Male,31.0,7,138008.06,2,1.0,0.0,129912.74,0
5171,15623695,McKinnon,814,France,Female,31.0,4,0.0,2,1.0,1.0,142029.17,0
5172,15760849,Nwachukwu,537,France,Male,39.0,2,0.0,2,1.0,1.0,137651.6,0
5173,15813095,Nwebube,553,France,Male,37.0,2,0.0,2,1.0,0.0,33877.29,0
5174,15705281,Burt,800,Spain,Male,38.0,9,0.0,1,1.0,0.0,78744.39,0
5175,15812594,Ross,791,France,Male,34.0,7,0.0,2,1.0,0.0,96734.46,0
5176,15626322,Lees,699,Spain,Female,29.0,9,127570.93,2,1.0,0.0,164756.81,0
5177,15723105,Feetham,756,France,Female,28.0,6,0.0,1,1.0,1.0,164394.65,0
5178,15588449,Chuang,591,Spain,Female,27.0,5,107812.67,1,0.0,1.0,162501.83,1
5179,15794849,Aitken,850,Germany,Male,22.0,7,91560.58,2,0.0,0.0,10541.38,0
5180,15620000,Chambers,760,Germany,Male,34.0,6,121303.77,2,1.0,1.0,59325.21,0
5181,15799720,Coburn,569,Spain,Male,43.0,8,161546.68,2,0.0,1.0,178187.28,0
5182,15711287,Ahmed,661,Spain,Female,35.0,5,128415.45,1,1.0,0.0,142626.49,0
5183,15613102,Ogochukwu,670,France,Female,31.0,2,57530.06,1,1.0,1.0,181893.31,1
5184,15621440,Soto,694,France,Male,38.0,1,0.0,2,0.0,1.0,156858.2,0
5185,15677146,Obiajulu,728,France,Female,28.0,4,142243.54,2,1.0,0.0,33074.51,0
5186,15801169,Yegorova,764,Germany,Female,39.0,9,138341.51,1,1.0,0.0,50072.94,1
5187,15722425,Lucchese,639,France,Male,32.0,9,0.0,2,1.0,0.0,111340.36,0
5188,15682421,Talbot,683,France,Female,30.0,2,0.0,2,0.0,1.0,100496.84,1
5189,15691910,Lu,663,Spain,Male,30.0,4,0.0,3,1.0,0.0,101371.05,0
5190,15721779,Arnold,826,Spain,Male,41.0,5,146466.46,2,0.0,0.0,180934.67,0
5191,15579548,Nicholson,735,Spain,Male,36.0,5,0.0,2,1.0,0.0,105152.17,0
5192,15681075,Chukwualuka,682,France,Female,58.0,1,0.0,1,1.0,1.0,706.5,0
5193,15607884,Wallace,663,France,Female,39.0,8,0.0,2,1.0,1.0,101168.9,0
5194,15767757,Pisano,562,Spain,Female,29.0,9,120307.58,1,1.0,1.0,6795.61,0
5195,15791550,Kelly,696,France,Male,27.0,4,87637.26,2,0.0,0.0,196111.35,0
5196,15658589,Brady,850,Spain,Male,38.0,2,94652.04,1,1.0,1.0,171960.76,0
5197,15670822,Palmer,719,France,Female,22.0,7,114415.84,1,1.0,1.0,177497.4,0
5198,15629744,Tan,804,France,Female,71.0,8,0.0,2,0.0,1.0,147995.96,0
5199,15660768,L?,604,France,Male,40.0,1,84315.02,1,0.0,0.0,36209.1,0
5200,15726310,Mordvinova,782,Spain,Female,27.0,3,0.0,2,1.0,0.0,143614.01,0
5201,15641298,Corones,512,Germany,Male,42.0,9,93955.83,2,1.0,0.0,14828.54,0
5202,15625675,Clements,569,France,Male,36.0,1,67087.69,1,1.0,0.0,154775.7,0
5203,15713354,Morrice,597,Germany,Female,22.0,6,101528.61,1,1.0,0.0,70529.0,1
5204,15633866,Hsiung,753,Germany,Male,30.0,1,110824.52,1,1.0,1.0,57896.27,0
5205,15704231,Barrett,430,France,Female,33.0,8,0.0,1,1.0,1.0,69759.91,0
5206,15735400,Kanayochukwu,756,France,Male,28.0,8,179960.2,1,1.0,0.0,89938.08,0
5207,15632826,Tardent,493,France,Male,38.0,3,134006.77,1,1.0,0.0,89578.32,0
5208,15751022,Bowhay,777,Germany,Female,37.0,10,121532.17,2,1.0,1.0,73464.88,0
5209,15664737,Lei,779,Spain,Female,38.0,7,0.0,2,1.0,1.0,138542.87,0
5210,15681126,Baker,702,Spain,Female,38.0,2,0.0,1,1.0,1.0,161888.63,0
5211,15738954,Pisano,551,France,Male,35.0,7,129717.3,2,0.0,0.0,86937.2,0
5212,15662263,Castillo,749,Germany,Male,22.0,4,94762.16,2,1.0,1.0,42241.54,0
5213,15621611,Gibson,742,Germany,Male,55.0,5,155196.17,1,0.0,1.0,121207.66,1
5214,15783752,Lindsay,752,Germany,Male,29.0,4,129514.99,1,1.0,1.0,102930.46,0
5215,15709474,Macnamara,740,Germany,Female,57.0,3,113386.36,2,1.0,1.0,65121.63,1
5216,15701280,Romano,576,France,Male,24.0,3,0.0,1,0.0,1.0,78498.04,1
5217,15671104,Aksakova,637,Spain,Male,43.0,3,172196.23,1,1.0,1.0,104769.96,0
5218,15796434,Farnsworth,724,France,Male,28.0,5,97612.12,1,1.0,1.0,96498.14,0
5219,15781505,Giordano,685,France,Male,20.0,4,104719.94,2,1.0,0.0,38691.34,0
5220,15625819,Arnold,625,France,Female,38.0,7,0.0,1,1.0,0.0,164804.02,0
5221,15753174,Thompson,571,Germany,Male,37.0,9,139592.98,3,1.0,0.0,104152.65,1
5222,15654067,Koch,584,Spain,Female,29.0,4,0.0,2,1.0,0.0,88866.92,0
5223,15724719,Jones,550,France,Female,22.0,7,139096.85,1,1.0,0.0,129890.94,0
5224,15624695,Otitodilinna,662,Spain,Female,72.0,7,140301.72,1,0.0,1.0,179258.67,0
5225,15718216,Fleetwood-Smith,803,Spain,Male,43.0,3,0.0,1,1.0,0.0,72051.44,0
5226,15586300,Chinonyelum,615,France,Male,66.0,7,0.0,2,1.0,1.0,74580.8,0
5227,15783349,Montague,481,Spain,Male,39.0,1,111233.09,1,1.0,1.0,123995.15,0
5228,15725767,Milani,701,France,Male,23.0,3,0.0,2,1.0,0.0,38960.59,0
5229,15791925,Palermo,751,France,Male,29.0,10,147737.63,1,0.0,1.0,94951.27,0
5230,15793585,Anderson,675,France,Male,35.0,8,0.0,2,1.0,1.0,56642.97,0
5231,15576641,Crawford,733,Germany,Male,40.0,5,125725.02,2,1.0,1.0,50783.1,0
5232,15749519,Lin,822,France,Male,38.0,6,128289.7,3,1.0,0.0,9149.96,1
5233,15684960,Yewen,559,France,Female,46.0,5,0.0,1,1.0,0.0,21006.1,1
5234,15591286,Simmons,731,Germany,Female,49.0,4,88826.07,1,1.0,1.0,33759.41,1
5235,15668323,Mbadiwe,678,France,Female,41.0,1,143443.61,1,1.0,0.0,196622.28,1
5236,15608528,Munro,645,France,Female,68.0,9,0.0,4,1.0,1.0,176353.87,1
5237,15645184,Graham,701,France,Male,29.0,2,0.0,2,1.0,0.0,176943.59,0
5238,15702566,Lombardo,554,Spain,Male,26.0,8,149134.46,1,1.0,1.0,177966.24,0
5239,15660840,Kalinin,723,France,Male,30.0,3,124119.54,1,1.0,0.0,162198.32,0
5240,15750811,Woodward,766,Germany,Male,44.0,3,116822.7,1,0.0,0.0,197643.24,0
5241,15733842,Pirozzi,597,France,Female,24.0,1,103219.47,1,1.0,0.0,60420.07,0
5242,15581526,Iweobiegbulam,574,France,Male,41.0,1,0.0,2,0.0,0.0,70550.0,0
5243,15662751,Piazza,655,Germany,Female,40.0,0,81954.6,1,1.0,1.0,198798.44,1
5244,15684319,Baranova,780,Germany,Female,37.0,10,95196.26,1,1.0,0.0,126310.39,1
5245,15702190,Fan,672,Spain,Male,43.0,5,0.0,2,1.0,1.0,64515.5,0
5246,15588517,Sun,717,France,Male,38.0,7,0.0,2,1.0,1.0,158580.05,0
5247,15801863,Marino,521,France,Female,32.0,2,136555.01,2,1.0,1.0,129353.21,0
5248,15584271,Donaldson,633,France,Male,59.0,5,0.0,1,1.0,1.0,137273.97,0
5249,15700366,Burton,669,France,Male,39.0,3,119452.03,1,1.0,1.0,171575.54,0
5250,15804038,Quinn,740,France,Male,44.0,9,0.0,1,0.0,1.0,96528.0,1
5251,15720820,Sabbatini,462,Germany,Female,24.0,9,69881.09,2,0.0,1.0,64421.02,0
5252,15743759,Brooks,619,France,Male,39.0,5,0.0,2,1.0,1.0,158444.61,0
5253,15749947,Black,665,France,Female,44.0,7,0.0,2,1.0,1.0,66548.58,0
5254,15670496,Schwartz,655,Spain,Female,27.0,9,0.0,2,0.0,0.0,108008.05,0
5255,15746664,Ts'ui,463,Spain,Male,20.0,8,204223.03,1,1.0,0.0,128268.39,0
5256,15745533,Sargent,799,France,Female,63.0,1,110314.21,2,1.0,0.0,37464.0,1
5257,15761497,Udinesi,713,Spain,Female,48.0,1,163760.82,1,0.0,0.0,157381.14,1
5258,15628600,Lee,807,Germany,Female,31.0,1,141069.18,3,1.0,1.0,194257.11,0
5259,15627002,Taylor,728,France,Male,38.0,1,115934.74,1,1.0,1.0,139059.05,0
5260,15614635,Kepley,582,France,Male,52.0,2,151457.88,1,0.0,1.0,40893.61,0
5261,15731281,Ozuluonye,704,Germany,Female,35.0,3,154206.07,2,1.0,1.0,40261.49,0
5262,15814022,Lassetter,714,France,Female,26.0,9,89928.99,1,1.0,0.0,46203.31,0
5263,15659194,Mishina,628,France,Male,30.0,8,89182.09,1,1.0,1.0,13126.9,0
5264,15745030,Trevisano,809,Germany,Male,41.0,1,79706.25,2,1.0,0.0,165675.01,0
5265,15691817,Iloerika,547,Spain,Female,44.0,5,0.0,3,0.0,0.0,5459.07,1
5266,15707488,Tan,560,France,Female,27.0,5,0.0,2,1.0,0.0,131919.48,0
5267,15784700,Chikelu,811,France,Male,31.0,7,117799.28,1,1.0,1.0,182372.35,0
5268,15710397,Lin,584,France,Male,26.0,4,0.0,2,1.0,0.0,147600.54,0
5269,15687648,Nicholson,691,France,Male,28.0,1,0.0,2,0.0,0.0,92865.41,0
5270,15732281,Ugoji,680,Germany,Male,34.0,6,146422.22,1,1.0,0.0,67142.97,1
5271,15607230,Michel,588,Germany,Male,33.0,9,150186.22,2,1.0,1.0,65611.01,0
5272,15567630,Bruce,721,Germany,Male,40.0,6,100275.88,1,1.0,0.0,138564.48,1
5273,15587507,Feng,850,France,Male,47.0,6,0.0,1,1.0,0.0,187391.02,1
5274,15733904,McDonald,529,France,Male,32.0,9,147493.89,1,1.0,0.0,33656.35,0
5275,15709511,Watt,622,France,Male,43.0,8,0.0,2,1.0,0.0,100618.17,0
5276,15579616,Goodwin,683,France,Female,42.0,8,0.0,2,0.0,1.0,198134.9,0
5277,15694852,Arcuri,575,France,Male,29.0,4,121823.4,2,1.0,1.0,50368.87,0
5278,15589924,Rapuluolisa,577,Spain,Female,40.0,1,0.0,2,1.0,1.0,108787.0,0
5279,15799300,Kao,510,Germany,Male,31.0,0,113688.63,1,1.0,0.0,33099.41,1
5280,15731330,Tsui,652,Spain,Female,40.0,7,100471.34,1,1.0,1.0,124550.88,0
5281,15694129,Summers,569,Germany,Female,28.0,3,100032.52,1,1.0,0.0,5159.21,1
5282,15620372,Cross,687,Spain,Male,31.0,3,0.0,2,0.0,0.0,48228.1,0
5283,15744622,Osorio,822,France,Male,32.0,8,116358.0,1,1.0,0.0,108798.36,0
5284,15799815,Bobrov,656,Germany,Female,23.0,4,163549.63,1,0.0,1.0,21085.12,0
5285,15759250,Barnett,745,Germany,Male,51.0,3,99183.9,1,1.0,1.0,28922.25,0
5286,15732643,Pike,386,Spain,Female,53.0,1,131955.07,1,1.0,1.0,62514.65,1
5287,15690540,Gearheart,684,Spain,Female,41.0,1,134177.06,1,0.0,0.0,177506.66,0
5288,15803078,Bruno,635,Spain,Female,38.0,1,0.0,2,1.0,0.0,90605.05,0
5289,15652180,Egobudike,582,France,Male,30.0,2,0.0,2,1.0,1.0,132029.95,0
